product_id,category,sub_category,brand,product_name,price,weight_g,target_user_type,key_specs,concerns,tags,description
P0234,PC_Peripherals,사무용 마우스,오르빗,오르빗 M3 사무용 마우스,67900,72,사무직,유선 연결|인체공학 그립|무소음 클릭|AA 배터리 12개월,손목피로|클릭소음,장시간배터리|RGB|유선|경량,72g의 사무용 마우스로 손목피로 걱정 없이 사용할 수 있습니다. 인체공학 그립 지원.
P0235,PC_Peripherals,게이밍 마우스,사일런트웍스,사일런트웍스 K5 SE 게이밍 마우스,108900,95,FPS유저,유선 연결|26000DPI 광학센서,손땀,휴대성|장시간사용|유선,95g의 게이밍 마우스로 손땀 걱정 없이 사용할 수 있습니다. 26000DPI 광학센서 지원.
P0236,PC_Peripherals,게이밍 키보드,키크론랩,키크론랩 P7 Pro 게이밍 키보드,236900,1174,FPS유저,유선 연결|갈축,키감|손목피로,저소음|인체공학|유선,갈축을 적용한 게이밍 키보드. 키감 부담을 줄여 장시간 사용에 적합합니다.
P0237,PC_Peripherals,게이밍 마우스,쿼드리움,쿼드리움 K1 Lite 게이밍 마우스,45900,78,FPS유저,2.4GHz 무선|PTFE 스케이트|광학식 스위치,그립감,저지연|휴대성|무선,"PTFE 스케이트 기반의 게이밍 마우스, 그립감에 민감한 사용자에게 추천합니다."
P0238,PC_Peripherals,게이밍 키보드,오르빗,오르빗 G3 Lite 게이밍 키보드,258900,774,FPS유저,무선 3모드|65% 배열|PBT 키캡,손목피로,저지연|저소음|가성비|무선|경량,무선 3모드 방식의 게이밍 키보드. 65% 배열 탑재로 손목피로를 줄였습니다.
P0239,PC_Peripherals,게이밍 키보드,렉스기어,렉스기어 G1 게이밍 키보드,285900,1012,FPS유저,유선 연결|갈축,손목피로,프리미엄|핫스왑|가성비|유선,유선 연결 방식의 게이밍 키보드. 갈축 탑재로 손목피로를 줄였습니다.
P0240,PC_Peripherals,게이밍 키보드,쿼드리움,쿼드리움 M4 SE 게이밍 키보드,281900,1073,FPS유저,무선 3모드|흡음재 3중,손목피로|타건소음|내구성,저지연|프리미엄|무선,"흡음재 3중 기반의 게이밍 키보드, 손목피로에 민감한 사용자에게 추천합니다."
P0241,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 K5 게이밍 마우스,187900,76,FPS유저,유선 연결|온보드 메모리,손목피로|지연시간|손땀,인체공학|저지연|유선,유선 연결 방식의 게이밍 마우스. 온보드 메모리 탑재로 손목피로를 줄였습니다.
P0242,PC_Peripherals,무선 이어폰,쿼드리움,쿼드리움 K4 Max 무선 이어폰,323900,7,공용,블루투스 5.3|멀티포인트,착용압박,가성비|인체공학|장시간배터리|무선,블루투스 5.3 방식의 무선 이어폰. 멀티포인트 탑재로 착용압박을 줄였습니다.
P0243,PC_Peripherals,게이밍 마우스,쿼드리움,쿼드리움 M5 게이밍 마우스,112900,59,디자이너,유선 연결|광학식 스위치|70시간 배터리|온보드 메모리,손목피로|손땀|그립감,RGB|인체공학|장시간사용|유선|경량,디자이너 사용자를 겨냥한 게이밍 마우스. 광학식 스위치 구성으로 손목피로를 개선했습니다.
P0244,PC_Peripherals,게이밍 키보드,노바핏,노바핏 X3 Pro 게이밍 키보드,92900,1343,공용,무선 3모드|풀배열|갈축,키감|손목피로|타건소음,핫스왑|RGB|무선,모든 사용자를 겨냥한 게이밍 키보드. 풀배열 구성으로 키감을 개선했습니다.
P0245,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO M3 Max 사무용 마우스,53900,96,사무직,2.4GHz 무선|무소음 클릭|USB-C 충전|1600DPI,배터리부족|그립감|클릭소음,가성비|인체공학|무선,"무소음 클릭 기반의 사무용 마우스, 배터리부족에 민감한 사용자에게 추천합니다."
P0246,PC_Peripherals,사무용 마우스,쿼드리움,쿼드리움 X1 SE 사무용 마우스,74900,82,사무직,블루투스 멀티페어링|USB-C 충전|AA 배터리 12개월|정숙 스크롤,그립감|손목피로,장시간사용|저지연|휴대성|무선|경량,82g의 사무용 마우스로 그립감 걱정 없이 사용할 수 있습니다. USB-C 충전 지원.
P0247,PC_Peripherals,사무용 마우스,렉스기어,렉스기어 M2 Lite 사무용 마우스,50900,90,사무직,2.4GHz 무선|무소음 클릭|정숙 스크롤|인체공학 그립,그립감|클릭소음|배터리부족,휴대성|저지연|장시간배터리|무선,무소음 클릭을 적용한 사무용 마우스. 그립감 부담을 줄여 장시간 사용에 적합합니다.
P0248,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 K2 게이밍 마우스,79900,83,FPS유저,유선 연결|8000Hz 폴링레이트,손땀|무게부담|지연시간,장시간배터리|휴대성|유선,8000Hz 폴링레이트를 적용한 게이밍 마우스. 손땀 부담을 줄여 장시간 사용에 적합합니다.
P0249,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO K5 게이밍 마우스,177900,67,FPS유저,2.4GHz 무선|26000DPI 광학센서,손땀|무게부담,저지연|인체공학|무선,67g의 게이밍 마우스로 손땀 걱정 없이 사용할 수 있습니다. 26000DPI 광학센서 지원.
P0250,PC_Peripherals,게이밍 마우스,노바핏,노바핏 Z2 게이밍 마우스,45900,87,FPS유저,유선 연결|26000DPI 광학센서|광학식 스위치|PTFE 스케이트,무게부담|지연시간,프리미엄|저소음|유선,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 무게부담을 개선했습니다.
P0251,PC_Peripherals,게이밍 마우스,오르빗,오르빗 Z1 Lite 게이밍 마우스,94900,66,사무직,2.4GHz 무선|광학식 스위치,손목피로,핫스왑|장시간배터리|저소음|무선,"광학식 스위치 기반의 게이밍 마우스, 손목피로에 민감한 사용자에게 추천합니다."
P0252,PC_Peripherals,무선 이어폰,노바핏,노바핏 G6 Lite 무선 이어폰,93900,6,사무직,블루투스 5.3|무선충전 지원,착용압박,휴대성|인체공학|가성비|무선,6g의 무선 이어폰으로 착용압박 걱정 없이 사용할 수 있습니다. 무선충전 지원 지원.
P0253,PC_Peripherals,게이밍 키보드,쿼드리움,쿼드리움 K5 Max 게이밍 키보드,126900,962,공용,유선 연결|적축|풀배열,채터링,RGB|프리미엄|휴대성|유선,"적축 기반의 게이밍 키보드, 채터링에 민감한 사용자에게 추천합니다."
P0254,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO G6 Max 사무용 마우스,43900,86,사무직,2.4GHz 무선|정숙 스크롤|1600DPI|AA 배터리 12개월,그립감|배터리부족|손목피로,인체공학|저소음|가성비|무선,정숙 스크롤을 적용한 사무용 마우스. 그립감 부담을 줄여 장시간 사용에 적합합니다.
P0255,PC_Peripherals,게이밍 마우스,렉스기어,렉스기어 X7 Lite 게이밍 마우스,129900,69,FPS유저,2.4GHz 무선|26000DPI 광학센서|8000Hz 폴링레이트|70시간 배터리,지연시간|그립감,핫스왑|장시간사용|저소음|무선,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 지연시간을 개선했습니다.
P0256,PC_Peripherals,무선 이어폰,에이펙스IO,에이펙스IO Z2 Pro 무선 이어폰,89900,9,공용,블루투스 5.3|저지연 게임모드|멀티포인트,착용압박|지연시간|차음성,저소음|장시간배터리|무선,9g의 무선 이어폰으로 착용압박 걱정 없이 사용할 수 있습니다. 저지연 게임모드 지원.
P0257,PC_Peripherals,사무용 마우스,키크론랩,키크론랩 G6 Max 사무용 마우스,29900,71,사무직,2.4GHz 무선|AA 배터리 12개월|인체공학 그립,그립감|클릭소음,프리미엄|저지연|장시간사용|무선|경량,"AA 배터리 12개월 기반의 사무용 마우스, 그립감에 민감한 사용자에게 추천합니다."
P0258,PC_Peripherals,게이밍 마우스,키크론랩,키크론랩 M5 Max 게이밍 마우스,164900,73,FPS유저,2.4GHz 무선|26000DPI 광학센서|8000Hz 폴링레이트,손땀,핫스왑|장시간배터리|휴대성|무선,26000DPI 광학센서를 적용한 게이밍 마우스. 손땀 부담을 줄여 장시간 사용에 적합합니다.
P0259,PC_Peripherals,게이밍 키보드,쿼드리움,쿼드리움 M4 게이밍 키보드,320900,1223,공용,유선 연결|65% 배열|핫스왑 소켓,채터링|손목피로,RGB|가성비|유선,65% 배열을 적용한 게이밍 키보드. 채터링 부담을 줄여 장시간 사용에 적합합니다.
P0260,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 P1 SE 사무용 마우스,67900,115,사무직,2.4GHz 무선|1600DPI|USB-C 충전|인체공학 그립,손목피로|배터리부족,장시간배터리|저소음|RGB|무선,2.4GHz 무선 방식의 사무용 마우스. 1600DPI 탑재로 손목피로를 줄였습니다.
P0261,PC_Peripherals,게이밍 키보드,렉스기어,렉스기어 K2 SE 게이밍 키보드,81900,664,공용,유선 연결|PBT 키캡|청축|65% 배열,키감,장시간배터리|핫스왑|저소음|유선|경량,"PBT 키캡 기반의 게이밍 키보드, 키감에 민감한 사용자에게 추천합니다."
P0262,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 Z8 SE 게이밍 마우스,102900,90,FPS유저,2.4GHz 무선|1000Hz 폴링레이트,손땀,RGB|가성비|저소음|무선,90g의 게이밍 마우스로 손땀 걱정 없이 사용할 수 있습니다. 1000Hz 폴링레이트 지원.
P0263,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 X2 Lite 게이밍 마우스,119900,58,사무직,2.4GHz 무선|PTFE 스케이트|26000DPI 광학센서|8000Hz 폴링레이트,무게부담,저지연|장시간배터리|무선|경량,2.4GHz 무선 방식의 게이밍 마우스. PTFE 스케이트 탑재로 무게부담을 줄였습니다.
P0264,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO X3 Pro 사무용 마우스,31900,103,디자이너,2.4GHz 무선|USB-C 충전,클릭소음|그립감|배터리부족,핫스왑|저지연|무선,USB-C 충전을 적용한 사무용 마우스. 클릭소음 부담을 줄여 장시간 사용에 적합합니다.
P0265,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 P7 게이밍 키보드,294900,834,공용,유선 연결|텐키리스|흡음재 3중|핫스왑 소켓,손목피로|타건소음|키감,저지연|장시간배터리|유선|경량,"텐키리스 기반의 게이밍 키보드, 손목피로에 민감한 사용자에게 추천합니다."
P0266,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 X9 Lite 게이밍 키보드,256900,1223,공용,유선 연결|핫스왑 소켓|은축|풀배열,타건소음,휴대성|RGB|장시간사용|유선,"핫스왑 소켓 기반의 게이밍 키보드, 타건소음에 민감한 사용자에게 추천합니다."
P0267,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 Z1 Max 게이밍 키보드,150900,641,FPS유저,무선 3모드|갈축,내구성|타건소음|키감,프리미엄|RGB|장시간사용|무선|경량,641g의 게이밍 키보드로 내구성 걱정 없이 사용할 수 있습니다. 갈축 지원.
P0268,PC_Peripherals,게이밍 마우스,쿼드리움,쿼드리움 G4 SE 게이밍 마우스,144900,67,FPS유저,유선 연결|광학식 스위치|온보드 메모리,지연시간|무게부담|손목피로,저소음|RGB|유선,광학식 스위치를 적용한 게이밍 마우스. 지연시간 부담을 줄여 장시간 사용에 적합합니다.
P0269,PC_Peripherals,사무용 마우스,키크론랩,키크론랩 M4 사무용 마우스,70900,82,디자이너,유선 연결|무소음 클릭|인체공학 그립|정숙 스크롤,클릭소음,프리미엄|핫스왑|유선|경량,유선 연결 방식의 사무용 마우스. 무소음 클릭 탑재로 클릭소음을 줄였습니다.
P0270,PC_Peripherals,무선 이어폰,에이펙스IO,에이펙스IO P9 SE 무선 이어폰,295900,6,사무직,블루투스 5.3|무선충전 지원|저지연 게임모드,배터리부족|차음성,장시간사용|핫스왑|무선,6g의 무선 이어폰으로 배터리부족 걱정 없이 사용할 수 있습니다. 무선충전 지원 지원.
P0271,PC_Peripherals,게이밍 마우스,오르빗,오르빗 Z8 Max 게이밍 마우스,153900,62,공용,유선 연결|광학식 스위치,손땀,프리미엄|RGB|가성비|유선|경량,모든 사용자를 겨냥한 게이밍 마우스. 광학식 스위치 구성으로 손땀을 개선했습니다.
P0272,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 X3 게이밍 마우스,55900,91,사무직,2.4GHz 무선|1000Hz 폴링레이트|8000Hz 폴링레이트|70시간 배터리,손땀,인체공학|가성비|RGB|무선,2.4GHz 무선 방식의 게이밍 마우스. 1000Hz 폴링레이트 탑재로 손땀을 줄였습니다.
P0273,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 P6 Pro 게이밍 마우스,57900,49,디자이너,2.4GHz 무선|70시간 배터리|광학식 스위치,그립감|손땀,저지연|RGB|인체공학|무선|경량,49g의 게이밍 마우스로 그립감 걱정 없이 사용할 수 있습니다. 70시간 배터리 지원.
P0274,PC_Peripherals,게이밍 키보드,노바핏,노바핏 P7 Pro 게이밍 키보드,245900,1325,FPS유저,무선 3모드|RGB 백라이트|풀배열,손목피로|채터링,저지연|인체공학|무선,FPS유저 사용자를 겨냥한 게이밍 키보드. RGB 백라이트 구성으로 손목피로를 개선했습니다.
P0275,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 Z5 Max 사무용 마우스,13900,91,디자이너,유선 연결|무소음 클릭,클릭소음,핫스왑|인체공학|유선,"무소음 클릭 기반의 사무용 마우스, 클릭소음에 민감한 사용자에게 추천합니다."
P0276,PC_Peripherals,무선 이어폰,노바핏,노바핏 Z2 Pro 무선 이어폰,177900,5,공용,블루투스 5.3|저지연 게임모드,차음성|착용압박,가성비|휴대성|무선|경량,"저지연 게임모드 기반의 무선 이어폰, 차음성에 민감한 사용자에게 추천합니다."
P0277,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 K1 게이밍 마우스,153900,72,FPS유저,유선 연결|광학식 스위치|8000Hz 폴링레이트,손목피로|손땀|지연시간,저소음|인체공학|가성비|유선,유선 연결 방식의 게이밍 마우스. 광학식 스위치 탑재로 손목피로를 줄였습니다.
P0278,PC_Peripherals,무선 이어폰,오르빗,오르빗 Z1 Max 무선 이어폰,187900,9,FPS유저,블루투스 5.3|IPX4 방수|주변음 허용모드|멀티포인트,배터리부족|통화품질,핫스왑|장시간사용|프리미엄|무선,9g의 무선 이어폰으로 배터리부족 걱정 없이 사용할 수 있습니다. IPX4 방수 지원.
P0279,PC_Peripherals,사무용 마우스,코어웨이브,코어웨이브 K1 Max 사무용 마우스,75900,106,사무직,2.4GHz 무선|1600DPI|USB-C 충전|인체공학 그립,손목피로,RGB|인체공학|저지연|무선,"1600DPI 기반의 사무용 마우스, 손목피로에 민감한 사용자에게 추천합니다."
P0280,PC_Peripherals,게이밍 마우스,오르빗,오르빗 K7 게이밍 마우스,121900,82,공용,유선 연결|PTFE 스케이트|광학식 스위치,지연시간,RGB|가성비|유선,PTFE 스케이트를 적용한 게이밍 마우스. 지연시간 부담을 줄여 장시간 사용에 적합합니다.
P0281,PC_Peripherals,게이밍 마우스,노바핏,노바핏 P5 SE 게이밍 마우스,174900,64,디자이너,유선 연결|온보드 메모리|26000DPI 광학센서,손목피로|무게부담|지연시간,장시간배터리|가성비|프리미엄|유선|경량,64g의 게이밍 마우스로 손목피로 걱정 없이 사용할 수 있습니다. 온보드 메모리 지원.
P0282,PC_Peripherals,무선 이어폰,렉스기어,렉스기어 P4 Pro 무선 이어폰,98900,6,공용,블루투스 5.3|멀티포인트|8시간 재생,차음성|지연시간,프리미엄|장시간사용|무선,모든 사용자를 겨냥한 무선 이어폰. 멀티포인트 구성으로 차음성을 개선했습니다.
P0283,PC_Peripherals,사무용 마우스,오르빗,오르빗 Z3 Pro 사무용 마우스,51900,114,사무직,2.4GHz 무선|인체공학 그립|1600DPI|정숙 스크롤,손목피로|그립감|배터리부족,휴대성|RGB|저소음|무선,2.4GHz 무선 방식의 사무용 마우스. 인체공학 그립 탑재로 손목피로를 줄였습니다.
P0284,PC_Peripherals,게이밍 키보드,렉스기어,렉스기어 G9 Lite 게이밍 키보드,86900,711,사무직,유선 연결|흡음재 3중|PBT 키캡|갈축,타건소음,핫스왑|장시간사용|유선|경량,사무직 사용자를 겨냥한 게이밍 키보드. 흡음재 3중 구성으로 타건소음을 개선했습니다.
P0285,PC_Peripherals,무선 이어폰,제트스위치,제트스위치 Z4 무선 이어폰,207900,8,사무직,블루투스 5.3|IPX4 방수|저지연 게임모드,차음성,RGB|휴대성|인체공학|무선,IPX4 방수를 적용한 무선 이어폰. 차음성 부담을 줄여 장시간 사용에 적합합니다.
P0286,PC_Peripherals,게이밍 마우스,쿼드리움,쿼드리움 X2 Lite 게이밍 마우스,105900,81,FPS유저,2.4GHz 무선|70시간 배터리|PTFE 스케이트,그립감|지연시간|손목피로,휴대성|저소음|무선,2.4GHz 무선 방식의 게이밍 마우스. 70시간 배터리 탑재로 그립감을 줄였습니다.
P0287,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 M5 Lite 사무용 마우스,74900,116,사무직,유선 연결|무소음 클릭|1600DPI,손목피로|배터리부족|클릭소음,가성비|인체공학|유선,무소음 클릭을 적용한 사무용 마우스. 손목피로 부담을 줄여 장시간 사용에 적합합니다.
P0288,PC_Peripherals,무선 이어폰,키크론랩,키크론랩 X1 무선 이어폰,122900,8,사무직,블루투스 5.3|액티브 노이즈캔슬링,착용압박|통화품질,프리미엄|인체공학|장시간사용|무선,사무직 사용자를 겨냥한 무선 이어폰. 액티브 노이즈캔슬링 구성으로 착용압박을 개선했습니다.
