product_id,product_category_id,brand,name,food_form,price_krw,weight_g,kcal_per_100g,target_size_min,target_size_max,target_age_min_month,target_age_max_month,description,ingredients_verified,is_active,created_at,updated_at
54,1,네이처독,네이처독 사료 04호,습식,24100,1300,74,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 참치·감자전분·스피루리나 배합. 피부/신장 관리 목적.",1,1,2023-08-05 03:49:05,2023-10-15 23:36:26
55,1,그레인프리랩,그레인프리랩 사료 04호,건식,46600,11320,396,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 닭가슴살·오리고기·요거트분말 배합. 일상 급여 목적.",1,1,2026-06-21 03:10:04,2026-06-22 15:25:20
56,5,퍼피랩,퍼피랩 수제간식 02호,동결건조,30100,290,467,1,5,84,1200,"개 전용 동결건조 수제간식. 전 체구, 노령기 대상. 가금부산물분 배합. 관절/소화 관리 목적.",0,1,2025-10-12 17:51:24,2025-12-01 21:32:41
57,1,와일드포,와일드포 사료 03호,건식,42800,8860,392,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 계육분·요거트분말·소맥분 배합. 일상 급여 목적.",0,1,2026-03-04 13:53:44,2026-03-17 12:24:38
58,1,바크앤조이,바크앤조이 사료 03호,동결건조,53600,530,460,1,5,0,1200,"대상 축종 미등록 동결건조 사료. 전 체구, 전 연령 대상. 소고기·우육분·치즈분말 배합. 관절/소화 관리 목적.",1,1,2025-05-26 04:32:20,2026-08-12 13:19:20
59,1,스노우독,스노우독 사료 03호,건식,89500,10490,364,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 칠면조고기·우육분·참치 배합. 피부 관리 목적.",1,0,2023-01-05 18:33:40,2024-05-24 17:53:48
60,1,그레인프리랩,그레인프리랩 사료 05호,습식,9900,1130,76,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 오리고기·귀리·대두박 배합. 일상 급여 목적.",1,1,2023-03-25 11:41:24,2025-02-24 15:11:15
61,5,스노우독,스노우독 수제간식 01호,공용,5400,150,346,4,5,0,1200,"개 전용 공용 수제간식. 대형~초대형, 전 연령 대상. 소고기·연어·요거트분말 배합. 다이어트 관리 목적.",1,1,2026-02-10 20:45:39,2026-06-20 20:05:01
62,1,도그밀,도그밀 사료 03호,건식,6500,960,,2,2,0,1200,"개 전용 건식 사료. 소형 전용, 전 연령 대상. 닭가슴살·소고기·옥수수 배합. 일상 급여 목적.",1,1,2026-05-21 12:33:58,2026-05-21 17:47:39
63,5,그레인프리랩,그레인프리랩 수제간식 02호,공용,7400,230,361,1,5,12,1200,"개 전용 공용 수제간식. 전 체구, 성년기 대상. 돼지고기·연어오일 배합. 일상 급여 목적.",1,1,2023-07-12 18:31:48,2026-05-30 11:01:14
64,5,그레인프리랩,그레인프리랩 수제간식 03호,동결건조,17700,210,490,1,5,0,1200,"개·고양이 공용 동결건조 수제간식. 전 체구, 전 연령 대상. 오리고기·칠면조고기·참치 배합. 일상 급여 목적.",1,1,2024-05-16 08:01:48,2025-11-26 01:26:07
65,3,멍푸드,멍푸드 덴탈껌 01호,습식,2300,60,75,1,5,0,12,"개 전용 습식 덴탈껌. 전 체구, 유아기 대상. 계육분·소고기·새우 배합. 피부/치아 관리 목적.",1,1,2024-02-14 20:50:51,2024-07-25 00:40:48
66,1,네이처독,네이처독 사료 05호,건식,28200,3540,377,2,2,0,1200,"개 전용 건식 사료. 소형 전용, 전 연령 대상. 닭고기·돼지고기·가금부산물분 배합. 신장 관리 목적.",0,1,2023-02-25 22:53:41,2026-02-23 17:23:54
67,1,냥푸드,냥푸드 사료 02호,건식,92000,10070,379,1,5,84,1200,"고양이 전용 건식 사료. 전 체구, 노령기 대상. 칠면조고기·홍합추출물·옥수수 배합. 관절/다이어트 관리 목적.",1,1,2025-12-18 18:24:25,2026-01-12 15:11:21
68,4,멍푸드,멍푸드 트릿 01호,습식,4000,90,110,1,5,0,12,"개 전용 습식 트릿. 전 체구, 유아기 대상. 참치·어분 배합. 일상 급여 목적.",1,1,2023-07-15 09:21:55,2024-04-23 09:29:45
69,1,네이처독,네이처독 사료 06호,습식,35200,1620,112,1,2,0,1200,"개 전용 습식 사료. 초소형~소형, 전 연령 대상. 오리안심·대구살·보리 배합. 관절/다이어트 관리 목적.",1,1,2023-05-21 14:56:23,2025-05-25 13:17:14
70,1,네이처독,네이처독 사료 07호,건식,47300,11980,332,1,5,84,1200,"개 전용 건식 사료. 전 체구, 노령기 대상. 양고기·연어·대구살 배합. 다이어트/소화 관리 목적.",1,1,2024-02-24 19:55:04,2024-04-20 06:20:42
71,5,도그밀,도그밀 수제간식 02호,동결건조,16300,160,424,1,5,12,1200,"개 전용 동결건조 수제간식. 전 체구, 성년기 대상. 돼지고기 배합. 일상 급여 목적.",1,1,2026-06-18 21:39:10,2026-07-08 08:21:22
72,3,냥푸드,냥푸드 덴탈껌 04호,건식,6000,160,346,4,5,84,1200,"고양이 전용 건식 덴탈껌. 대형~초대형, 노령기 대상. 새우·난황분말·요거트분말 배합. 피부/치아 관리 목적.",0,1,2025-11-21 16:59:36,2025-12-03 17:42:47
73,3,그레인프리랩,그레인프리랩 덴탈껌 02호,건식,12300,350,330,4,5,0,1200,"개 전용 건식 덴탈껌. 대형~초대형, 전 연령 대상. 대구살·아마씨·크랜베리 배합. 피부/치아 관리 목적.",0,1,2023-04-12 16:25:45,2026-06-12 09:40:36
74,1,멍푸드,멍푸드 사료 02호,건식,85300,10110,372,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 닭가슴살·오리안심·새우 배합. 피부/소화 관리 목적.",1,1,2024-12-16 20:49:37,2025-09-15 05:02:43
75,4,냥푸드,냥푸드 트릿 01호,습식,3800,100,111,4,5,0,1200,"고양이 전용 습식 트릿. 대형~초대형, 전 연령 대상. 계육분·타우린 배합. 일상 급여 목적.",1,1,2024-03-16 06:35:55,2025-06-20 10:59:19
76,1,멍푸드,멍푸드 사료 03호,건식,34900,7000,340,2,2,12,1200,"개 전용 건식 사료. 소형 전용, 성년기 대상. 오리고기·현미·감자전분 배합. 신장 관리 목적.",1,1,2025-02-21 12:20:26,2025-08-09 09:51:42
77,3,캣테이블,캣테이블 덴탈껌 01호,공용,13200,320,340,1,5,0,1200,"고양이 전용 공용 덴탈껌. 전 체구, 전 연령 대상. 닭가슴살·닭지방·소고기 배합. 관절/치아/소화 관리 목적.",0,1,2025-07-06 19:28:04,2026-07-18 14:20:18
78,1,캣테이블,캣테이블 사료 03호,건식,58700,9890,,1,2,84,1200,"고양이 전용 건식 사료. 초소형~소형, 노령기 대상. 칠면조고기·병아리콩·타우린 배합. 피부 관리 목적.",1,1,2025-03-06 06:16:31,2026-07-21 07:39:57
79,1,바크앤조이,바크앤조이 사료 04호,건식,70900,13360,358,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 연어·대구살·난황분말 배합. 일상 급여 목적.",1,1,2023-08-06 05:14:51,2024-03-06 01:13:53
80,1,그레인프리랩,그레인프리랩 사료 06호,건식,106200,14390,405,1,5,0,12,"개 전용 건식 사료. 전 체구, 유아기 대상. 양고기·소맥분·보리 배합. 신장 관리 목적.",1,1,2025-06-27 22:48:38,2025-12-29 13:27:17
81,1,헬시포,헬시포 사료 01호,건식,53500,7420,387,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 양고기·연어오일·소맥분 배합. 관절/다이어트 관리 목적.",1,1,2025-07-01 18:56:24,2026-06-04 16:03:33
82,1,멍푸드,멍푸드 사료 04호,공용,50700,4570,316,4,5,12,1200,"개 전용 공용 사료. 대형~초대형, 성년기 대상. 양고기·소맥분·옥수수 배합. 피부 관리 목적.",1,1,2024-12-15 12:48:53,2025-05-11 06:53:33
83,5,네이처독,네이처독 수제간식 01호,동결건조,34200,290,403,1,5,12,1200,"개·고양이 공용 동결건조 수제간식. 전 체구, 성년기 대상. 참치·새우·치즈분말 배합. 소화 관리 목적.",1,1,2024-02-08 01:03:43,2025-02-13 16:16:56
84,3,네이처독,네이처독 덴탈껌 02호,공용,12400,400,361,1,2,0,1200,"개 전용 공용 덴탈껌. 초소형~소형, 전 연령 대상. 닭가슴살·계육분·양고기 배합. 관절/다이어트/치아 관리 목적.",0,1,2025-06-22 11:08:48,2026-08-08 12:10:01
85,1,퍼피랩,퍼피랩 사료 06호,습식,5300,350,77,1,5,0,1200,"대상 축종 미등록 습식 사료. 전 체구, 전 연령 대상. 칠면조고기·연어·보리 배합. 일상 급여 목적.",1,1,2026-03-31 04:22:23,2026-06-26 21:21:44
86,1,퍼피랩,퍼피랩 사료 07호,습식,18500,890,112,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 우육분·계란·요거트분말 배합. 신장 관리 목적.",1,1,2024-01-26 05:03:21,2025-07-03 15:17:05
87,3,퍼피랩,퍼피랩 덴탈껌 04호,동결건조,3500,30,498,1,5,0,1200,"개 전용 동결건조 덴탈껌. 전 체구, 전 연령 대상. 양고기·스피루리나 배합. 치아 관리 목적.",1,1,2025-03-03 15:33:14,2025-11-23 04:42:02
88,1,그레인프리랩,그레인프리랩 사료 07호,건식,101600,14880,400,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 닭가슴살·연어·옥수수전분 배합. 소화 관리 목적.",1,1,2024-08-08 20:24:03,2024-12-23 05:52:06
89,1,와일드포,와일드포 사료 04호,생식,19900,610,148,1,5,12,1200,"개·고양이 공용 생식 사료. 전 체구, 성년기 대상. 오리고기·소고기·연어 배합. 일상 급여 목적.",1,1,2025-12-18 20:17:27,2026-05-18 18:00:30
90,4,도그밀,도그밀 트릿 01호,건식,11000,390,,1,5,0,1200,"개 전용 건식 트릿. 전 체구, 전 연령 대상. 계육분·닭지방·우육분 배합. 소화 관리 목적.",1,1,2024-10-10 01:42:58,2026-07-31 00:58:40
91,1,네이처독,네이처독 사료 08호,동결건조,24900,270,439,1,5,0,1200,"개 전용 동결건조 사료. 전 체구, 전 연령 대상. 오리안심·연어·대구살 배합. 일상 급여 목적.",1,1,2026-07-15 00:47:56,2026-07-23 16:05:08
92,5,냥푸드,냥푸드 수제간식 01호,공용,5900,110,348,4,5,12,1200,"고양이 전용 공용 수제간식. 대형~초대형, 성년기 대상. 닭고기·타우린 배합. 일상 급여 목적.",1,1,2023-06-21 02:49:00,2024-03-23 12:05:22
93,1,그레인프리랩,그레인프리랩 사료 08호,건식,78700,12540,376,4,5,84,1200,"개 전용 건식 사료. 대형~초대형, 노령기 대상. 오리안심·양고기·돼지고기 배합. 소화 관리 목적.",1,1,2023-10-27 11:06:55,2026-03-15 19:04:39
94,3,펫키친,펫키친 덴탈껌 02호,습식,2800,80,103,4,5,0,1200,"개·고양이 공용 습식 덴탈껌. 대형~초대형, 전 연령 대상. 닭지방·양고기·타우린 배합. 관절/다이어트/치아 관리 목적.",0,1,2023-07-03 04:19:36,2025-03-29 07:26:06
95,1,도그밀,도그밀 사료 04호,습식,18100,1460,91,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 양고기·돼지고기·현미 배합. 다이어트 관리 목적.",0,1,2024-02-06 09:33:26,2025-02-25 22:34:57
96,1,캣테이블,캣테이블 사료 04호,건식,81000,9840,345,2,2,0,1200,"고양이 전용 건식 사료. 소형 전용, 전 연령 대상. 오리고기·양고기·대구살 배합. 다이어트 관리 목적.",1,1,2024-07-25 09:43:23,2026-01-03 08:16:58
97,1,와일드포,와일드포 사료 05호,건식,103900,13420,380,1,5,0,1200,"개·고양이 공용 건식 사료. 전 체구, 전 연령 대상. 계육분·대구살·귀리 배합. 다이어트 관리 목적.",1,1,2025-08-18 14:53:59,2026-01-05 15:41:45
98,1,멍푸드,멍푸드 사료 05호,건식,9900,1630,406,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 오리고기·오리안심·소맥분 배합. 관절/신장 관리 목적.",1,1,2026-02-02 09:13:15,2026-06-11 09:35:49
99,4,멍푸드,멍푸드 트릿 02호,습식,6500,180,89,1,5,0,12,"개 전용 습식 트릿. 전 체구, 유아기 대상. 양고기 배합. 피부 관리 목적.",1,1,2025-07-26 01:30:20,2025-08-17 18:13:05
100,5,스노우독,스노우독 수제간식 02호,건식,11400,260,404,1,5,0,1200,"개 전용 건식 수제간식. 전 체구, 전 연령 대상. 오리고기·양고기·크랜베리 배합. 관절/소화 관리 목적.",1,1,2023-07-07 20:35:39,2024-02-28 11:37:07
101,3,멍푸드,멍푸드 덴탈껌 02호,건식,2800,60,403,1,5,0,1200,"대상 축종 미등록 건식 덴탈껌. 전 체구, 전 연령 대상. 칠면조고기·난황분말·글루코사민 배합. 관절/치아 관리 목적.",1,1,2025-01-25 17:11:55,2026-07-07 07:31:56
102,1,헬시포,헬시포 사료 02호,건식,106200,14610,393,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 양고기·연어·치즈분말 배합. 피부 관리 목적.",1,1,2024-02-14 07:25:37,2024-02-27 21:42:48
103,5,헬시포,헬시포 수제간식 01호,동결건조,25100,220,447,1,2,0,1200,"개 전용 동결건조 수제간식. 초소형~소형, 전 연령 대상. 소고기·연어·참치 배합. 관절/소화 관리 목적.",1,1,2024-05-18 05:06:53,2025-08-09 03:54:42
104,1,캣테이블,캣테이블 사료 05호,습식,5600,400,86,1,5,0,12,"고양이 전용 습식 사료. 전 체구, 유아기 대상. 계육분·참치·대구살 배합. 다이어트/피부 관리 목적.",1,1,2025-06-24 07:14:08,2025-07-12 03:10:55
