product_id,product_category_id,brand,name,food_form,price_krw,weight_g,kcal_per_100g,target_size_min,target_size_max,target_age_min_month,target_age_max_month,description,ingredients_verified,is_active,created_at,updated_at
33,2,도그밀,도그밀 간식 01호,동결건조,16300,130,452,1,5,0,12,"개 전용 동결건조 간식. 전 체구, 유아기 대상. 닭지방·소고기·연어오일 배합. 일상 급여 목적.",1,1,2025-02-03 03:41:23,2026-08-07 19:24:31
34,5,펫키친,펫키친 수제간식 01호,건식,6300,110,334,1,5,0,1200,"개 전용 건식 수제간식. 전 체구, 전 연령 대상. 참치·새우·동물성유지 배합. 일상 급여 목적.",0,1,2026-05-06 05:12:36,2026-05-20 10:55:23
35,5,스노우독,스노우독 수제간식 01호,공용,5000,130,316,1,5,0,1200,"개 전용 공용 수제간식. 전 체구, 전 연령 대상. 연어오일·참치·새우 배합. 소화 관리 목적.",1,1,2025-07-08 01:58:23,2025-11-02 09:17:40
36,1,그레인프리랩,그레인프리랩 사료 01호,습식,13100,700,89,1,1,0,1200,"개·고양이 공용 습식 사료. 초소형 전용, 전 연령 대상. 오리안심·대두박·단호박 배합. 일상 급여 목적.",1,1,2023-03-13 17:43:02,2025-10-25 07:55:54
37,3,헬시포,헬시포 덴탈껌 01호,공용,1900,80,325,2,2,0,1200,"개 전용 공용 덴탈껌. 소형 전용, 전 연령 대상. 닭가슴살·오리고기·양고기 배합. 치아 관리 목적.",1,1,2024-07-01 18:51:02,2024-08-28 01:02:45
38,3,냥푸드,냥푸드 덴탈껌 02호,습식,4400,140,111,3,3,0,1200,"고양이 전용 습식 덴탈껌. 중형 전용, 전 연령 대상. 새우·타우린 배합. 피부/치아/소화 관리 목적.",1,1,2023-07-24 06:35:44,2025-05-10 17:18:22
39,4,와일드포,와일드포 트릿 01호,공용,14200,380,392,1,2,0,1200,"대상 축종 미등록 공용 트릿. 초소형~소형, 전 연령 대상. 오리고기·양고기·요거트분말 배합. 다이어트/소화 관리 목적.",0,1,2025-03-01 04:40:58,2025-04-09 08:59:49
40,1,도그밀,도그밀 사료 03호,건식,49000,5860,410,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 오리고기·옥수수전분·고구마 배합. 피부 관리 목적.",0,0,2026-07-14 07:13:44,2026-08-11 01:41:04
41,3,냥푸드,냥푸드 덴탈껌 03호,습식,2900,80,88,1,5,12,1200,"고양이 전용 습식 덴탈껌. 전 체구, 성년기 대상. 칠면조고기·탈지분유·타우린 배합. 치아/소화 관리 목적.",1,1,2024-08-07 01:04:01,2025-12-13 08:49:00
42,5,바크앤조이,바크앤조이 수제간식 01호,건식,3400,100,,1,5,84,1200,"개 전용 건식 수제간식. 전 체구, 노령기 대상. 닭고기·닭지방·연어 배합. 다이어트 관리 목적.",1,1,2026-01-05 09:50:00,2026-07-01 12:42:51
43,4,그레인프리랩,그레인프리랩 트릿 02호,습식,17200,270,106,1,5,84,1200,"개 전용 습식 트릿. 전 체구, 노령기 대상. 돼지고기·계란·스피루리나 배합. 일상 급여 목적.",0,1,2026-07-29 15:16:42,2026-08-12 15:53:00
44,4,냥푸드,냥푸드 트릿 01호,건식,7300,170,331,1,5,0,1200,"고양이 전용 건식 트릿. 전 체구, 전 연령 대상. 계육분·돼지고기·난황분말 배합. 일상 급여 목적.",1,1,2024-08-29 19:23:26,2025-10-06 03:43:16
45,1,캣테이블,캣테이블 사료 01호,건식,73800,9070,,4,5,84,1200,"고양이 전용 건식 사료. 대형~초대형, 노령기 대상. 양고기·옥수수·대두박 배합. 다이어트 관리 목적.",1,1,2023-11-23 06:12:54,2025-12-10 20:57:38
46,5,도그밀,도그밀 수제간식 01호,공용,5600,130,380,1,1,0,1200,"개 전용 공용 수제간식. 초소형 전용, 전 연령 대상. 요거트분말·밀웜분말·소르빈산칼륨 배합. 피부 관리 목적.",1,1,2025-11-14 09:26:51,2026-06-17 20:52:21
47,1,그레인프리랩,그레인프리랩 사료 02호,건식,133600,14470,388,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 닭가슴살·연어·백미 배합. 다이어트 관리 목적.",1,0,2025-11-02 11:06:12,2026-04-18 12:51:09
48,5,펫키친,펫키친 수제간식 02호,동결건조,17200,180,415,1,5,0,1200,"개 전용 동결건조 수제간식. 전 체구, 전 연령 대상. 오메가3·가금부산물분·땅콩 배합. 일상 급여 목적.",1,1,2024-03-26 06:27:03,2025-10-21 13:04:15
49,1,헬시포,헬시포 사료 01호,건식,27000,7250,423,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 오리고기·옥수수전분·스피루리나 배합. 다이어트/피부 관리 목적.",1,1,2023-11-28 17:55:06,2024-08-04 22:45:44
50,1,스노우독,스노우독 사료 03호,건식,34900,4260,334,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 닭가슴살·우육분·대구살 배합. 다이어트/소화 관리 목적.",0,1,2024-04-25 13:42:29,2024-11-28 09:00:53
51,1,스노우독,스노우독 사료 04호,건식,42400,5420,378,1,5,0,1200,"개·고양이 공용 건식 사료. 전 체구, 전 연령 대상. 닭고기·밀·현미 배합. 신장 관리 목적.",1,1,2026-07-26 09:35:34,2026-08-22 19:49:18
52,1,바크앤조이,바크앤조이 사료 04호,습식,35000,1740,82,1,5,84,1200,"개 전용 습식 사료. 전 체구, 노령기 대상. 오리안심·대구살·보리 배합. 관절 관리 목적.",1,1,2024-01-12 09:38:30,2025-11-11 00:18:57
53,1,냥푸드,냥푸드 사료 03호,습식,22600,1550,88,1,5,0,1200,"고양이 전용 습식 사료. 전 체구, 전 연령 대상. 닭지방·양고기·옥수수 배합. 피부 관리 목적.",1,1,2026-04-29 08:56:58,2026-08-04 05:04:30
54,1,캣테이블,캣테이블 사료 02호,건식,5900,1080,405,4,5,0,1200,"고양이 전용 건식 사료. 대형~초대형, 전 연령 대상. 돼지고기·대구살·단호박 배합. 다이어트 관리 목적.",0,1,2023-01-01 02:04:06,2026-01-26 23:20:07
55,5,도그밀,도그밀 수제간식 02호,동결건조,17900,250,,1,2,84,1200,"개 전용 동결건조 수제간식. 초소형~소형, 노령기 대상. 양고기·소르빈산칼륨 배합. 일상 급여 목적.",1,1,2026-02-27 15:21:57,2026-04-22 05:04:32
56,1,스노우독,스노우독 사료 05호,건식,34500,6250,425,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 오리고기·우육분·병아리콩 배합. 소화 관리 목적.",1,1,2023-09-21 08:58:10,2024-10-04 20:14:51
57,1,캣테이블,캣테이블 사료 03호,건식,48700,9740,392,1,5,12,1200,"고양이 전용 건식 사료. 전 체구, 성년기 대상. 오리안심·병아리콩·감자전분 배합. 관절 관리 목적.",1,1,2025-11-29 06:48:56,2026-04-03 19:33:50
58,1,냥푸드,냥푸드 사료 04호,습식,35900,1640,100,2,2,0,1200,"고양이 전용 습식 사료. 소형 전용, 전 연령 대상. 귀리·완두단백·타우린 배합. 소화 관리 목적.",0,1,2023-01-25 22:41:10,2025-05-21 17:49:33
59,1,도그밀,도그밀 사료 04호,건식,66100,14590,424,1,2,12,1200,"개 전용 건식 사료. 초소형~소형, 성년기 대상. 닭지방·칠면조고기·감자전분 배합. 신장 관리 목적.",0,1,2025-05-02 03:46:39,2026-04-16 11:29:01
60,3,냥푸드,냥푸드 덴탈껌 04호,건식,4900,180,430,1,5,12,1200,"고양이 전용 건식 덴탈껌. 전 체구, 성년기 대상. 연어오일·새우·오메가3 배합. 피부/치아/소화 관리 목적.",1,1,2024-06-05 12:50:31,2026-05-28 04:08:42
61,1,네이처독,네이처독 사료 01호,건식,27500,7890,366,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 오리안심·소고기·참치 배합. 관절 관리 목적.",0,1,2024-05-16 23:46:00,2025-08-14 17:22:41
62,1,냥푸드,냥푸드 사료 05호,건식,26400,4050,344,1,5,0,1200,"고양이 전용 건식 사료. 전 체구, 전 연령 대상. 참치·오메가3·아마씨 배합. 일상 급여 목적.",1,1,2023-07-05 10:58:46,2024-06-11 13:29:45
63,1,와일드포,와일드포 사료 03호,습식,9200,750,87,1,5,12,1200,"개 전용 습식 사료. 전 체구, 성년기 대상. 오리안심·소고기·요거트분말 배합. 일상 급여 목적.",1,1,2026-02-12 11:20:31,2026-05-05 06:37:17
64,1,바크앤조이,바크앤조이 사료 05호,습식,18000,920,85,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 계육분·소맥분·백미 배합. 일상 급여 목적.",0,1,2024-01-30 08:17:48,2025-03-20 17:14:35
65,1,펫키친,펫키친 사료 05호,공용,43200,3340,369,1,5,0,1200,"개 전용 공용 사료. 전 체구, 전 연령 대상. 닭고기·닭가슴살·가금부산물분 배합. 피부/소화 관리 목적.",1,1,2025-09-26 06:30:07,2025-10-05 15:53:40
66,2,바크앤조이,바크앤조이 간식 01호,동결건조,5800,70,411,1,5,12,1200,"개 전용 동결건조 간식. 전 체구, 성년기 대상. 오리고기·우육분·아마씨 배합. 일상 급여 목적.",0,1,2024-11-15 22:32:04,2026-05-02 00:28:03
67,1,퍼피랩,퍼피랩 사료 03호,건식,117900,14980,337,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 닭고기·우육분·연어 배합. 관절/신장 관리 목적.",1,1,2025-07-05 00:32:27,2025-12-10 16:18:53
68,1,바크앤조이,바크앤조이 사료 06호,건식,39700,5830,421,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 닭고기·오리고기·현미 배합. 일상 급여 목적.",1,1,2023-12-13 01:25:24,2025-05-01 00:45:32
69,1,그레인프리랩,그레인프리랩 사료 03호,습식,9900,1130,107,1,5,0,1200,"개 전용 습식 사료. 전 체구, 전 연령 대상. 우육분·옥수수·현미 배합. 다이어트/신장 관리 목적.",0,1,2025-01-21 02:34:32,2025-07-31 19:29:37
70,4,바크앤조이,바크앤조이 트릿 01호,동결건조,22800,220,446,4,5,0,1200,"개 전용 동결건조 트릿. 대형~초대형, 전 연령 대상. 계육분·연어·밀웜분말 배합. 피부 관리 목적.",1,1,2024-03-30 02:45:23,2024-05-28 20:06:04
71,4,도그밀,도그밀 트릿 01호,공용,10100,290,334,4,5,12,1200,"대상 축종 미등록 공용 트릿. 대형~초대형, 성년기 대상. 닭가슴살·글루코사민·유산균 배합. 관절 관리 목적.",1,1,2024-02-04 06:24:39,2024-05-18 11:42:51
72,5,그레인프리랩,그레인프리랩 수제간식 01호,공용,10000,460,390,1,5,0,1200,"개 전용 공용 수제간식. 전 체구, 전 연령 대상. 오리고기·연어·어분 배합. 일상 급여 목적.",1,1,2026-02-26 19:23:48,2026-05-07 15:34:20
73,5,와일드포,와일드포 수제간식 02호,동결건조,33200,280,407,1,5,0,1200,"개 전용 동결건조 수제간식. 전 체구, 전 연령 대상. 닭고기 배합. 일상 급여 목적.",1,1,2025-11-07 19:08:25,2026-02-27 11:33:31
74,3,냥푸드,냥푸드 덴탈껌 05호,공용,13000,220,379,1,5,0,1200,"고양이 전용 공용 덴탈껌. 전 체구, 전 연령 대상. 닭가슴살·연어·참치 배합. 다이어트/치아 관리 목적.",1,1,2025-02-11 22:13:59,2026-06-25 04:49:25
75,1,멍푸드,멍푸드 사료 03호,건식,47600,11100,340,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 닭고기·오리고기·오리안심 배합. 관절 관리 목적.",1,1,2026-04-27 03:39:24,2026-06-15 19:26:58
76,3,바크앤조이,바크앤조이 덴탈껌 01호,공용,15100,360,,4,5,12,1200,"개 전용 공용 덴탈껌. 대형~초대형, 성년기 대상. 오리안심·소고기·크랜베리 배합. 다이어트/치아 관리 목적.",1,1,2025-02-11 00:45:03,2025-07-02 12:48:58
77,3,냥푸드,냥푸드 덴탈껌 06호,공용,4600,170,,1,5,84,1200,"고양이 전용 공용 덴탈껌. 전 체구, 노령기 대상. 연어·오메가3·타우린 배합. 치아/소화 관리 목적.",1,1,2026-08-08 06:45:35,2026-08-13 10:41:25
78,1,펫키친,펫키친 사료 06호,건식,25500,2370,334,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 연어·대구살·새우 배합. 일상 급여 목적.",1,1,2023-08-14 23:00:05,2026-05-23 09:44:32
79,3,스노우독,스노우독 덴탈껌 02호,공용,13300,330,304,1,2,84,1200,"개·고양이 공용 공용 덴탈껌. 초소형~소형, 노령기 대상. 타우린·가금부산물분·밀웜분말 배합. 관절/치아/신장 관리 목적.",1,1,2025-04-25 06:57:08,2025-11-29 23:50:31
80,1,스노우독,스노우독 사료 06호,건식,46600,4940,419,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 소고기·대두박·병아리콩 배합. 피부/소화 관리 목적.",1,0,2025-07-14 16:16:32,2026-06-17 22:24:31
81,1,바크앤조이,바크앤조이 사료 07호,동결건조,47300,650,451,1,5,0,12,"개 전용 동결건조 사료. 전 체구, 유아기 대상. 닭고기·돼지고기·탈지분유 배합. 관절 관리 목적.",1,1,2026-01-17 08:19:57,2026-07-10 20:41:33
82,1,스노우독,스노우독 사료 07호,건식,22700,2690,429,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 요거트분말·소맥분·완두단백 배합. 신장 관리 목적.",0,1,2026-05-09 19:04:57,2026-08-01 06:28:01
83,1,냥푸드,냥푸드 사료 06호,건식,16900,2850,,4,4,0,1200,"고양이 전용 건식 사료. 대형 전용, 전 연령 대상. 오리안심·대구살·새우 배합. 신장 관리 목적.",1,1,2023-05-05 08:31:22,2025-10-14 03:32:11
84,1,냥푸드,냥푸드 사료 07호,습식,29100,1410,112,1,5,84,1200,"고양이 전용 습식 사료. 전 체구, 노령기 대상. 닭고기·소고기·옥수수 배합. 관절 관리 목적.",1,1,2023-02-05 13:21:55,2026-03-02 09:19:32
85,4,냥푸드,냥푸드 트릿 02호,동결건조,9000,90,489,1,5,84,1200,"고양이 전용 동결건조 트릿. 전 체구, 노령기 대상. 오리고기·칠면조고기·타우린 배합. 관절 관리 목적.",0,1,2024-05-10 12:03:25,2026-07-30 19:16:59
86,5,와일드포,와일드포 수제간식 03호,동결건조,12200,160,416,1,5,84,1200,"개 전용 동결건조 수제간식. 전 체구, 노령기 대상. 우육분·참치·새우 배합. 신장 관리 목적.",1,1,2025-04-30 02:57:13,2026-02-20 16:59:23
87,3,캣테이블,캣테이블 덴탈껌 01호,동결건조,27000,230,481,1,5,0,1200,"고양이 전용 동결건조 덴탈껌. 전 체구, 전 연령 대상. 닭가슴살·오리안심·스피루리나 배합. 치아/소화 관리 목적.",1,1,2024-06-01 21:17:20,2024-10-03 03:20:15
88,1,냥푸드,냥푸드 사료 08호,건식,53500,7420,413,1,5,0,1200,"고양이 전용 건식 사료. 전 체구, 전 연령 대상. 닭고기·소고기·우육분 배합. 다이어트 관리 목적.",1,1,2024-10-20 10:21:36,2024-12-02 12:44:12
89,1,스노우독,스노우독 사료 08호,건식,15000,2490,354,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 양고기·계란·대두박 배합. 소화 관리 목적.",1,1,2023-07-25 05:45:23,2025-08-08 04:01:34
90,5,네이처독,네이처독 수제간식 01호,공용,9900,240,365,1,5,0,1200,"개 전용 공용 수제간식. 전 체구, 전 연령 대상. 닭고기·오리안심·대구살 배합. 일상 급여 목적.",1,1,2024-01-07 15:13:13,2025-02-01 04:37:33
91,1,와일드포,와일드포 사료 04호,건식,78900,10200,426,4,5,12,1200,"개 전용 건식 사료. 대형~초대형, 성년기 대상. 닭가슴살·동물성유지·게살 배합. 관절 관리 목적.",1,1,2025-01-18 05:18:23,2025-05-07 02:13:33
92,5,캣테이블,캣테이블 수제간식 01호,건식,13000,430,339,1,2,12,1200,"고양이 전용 건식 수제간식. 초소형~소형, 성년기 대상. 어분·밀웜분말 배합. 피부 관리 목적.",1,1,2023-07-11 00:44:22,2025-04-20 15:16:51
93,3,그레인프리랩,그레인프리랩 덴탈껌 01호,공용,12500,450,395,1,5,84,1200,"개 전용 공용 덴탈껌. 전 체구, 노령기 대상. 돼지고기·소르빈산칼륨 배합. 치아 관리 목적.",1,1,2026-01-30 18:37:18,2026-02-10 20:37:59
94,1,헬시포,헬시포 사료 02호,건식,54000,13800,,1,5,0,12,"개 전용 건식 사료. 전 체구, 유아기 대상. 대두박·고구마·글루코사민 배합. 소화 관리 목적.",1,1,2023-01-22 10:32:15,2023-05-06 16:10:35
95,1,그레인프리랩,그레인프리랩 사료 04호,건식,10100,1940,336,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 계육분·양고기·연어 배합. 일상 급여 목적.",1,1,2025-02-24 20:16:42,2025-10-03 02:24:22
96,3,멍푸드,멍푸드 덴탈껌 01호,동결건조,14500,160,454,4,5,0,12,"개 전용 동결건조 덴탈껌. 대형~초대형, 유아기 대상. 칠면조고기·요거트분말·동물성유지 배합. 관절/치아 관리 목적.",0,1,2024-08-26 08:10:24,2025-03-25 20:21:15
97,3,네이처독,네이처독 덴탈껌 01호,공용,8000,260,378,1,2,0,1200,"개 전용 공용 덴탈껌. 초소형~소형, 전 연령 대상. 우육분·돼지고기·탈지분유 배합. 치아 관리 목적.",1,1,2025-11-14 12:23:54,2026-02-07 14:24:28
98,1,퍼피랩,퍼피랩 사료 04호,습식,9800,490,,1,2,0,1200,"개 전용 습식 사료. 초소형~소형, 전 연령 대상. 닭고기·칠면조고기·옥수수 배합. 일상 급여 목적.",1,1,2024-04-22 09:03:34,2024-09-26 20:45:21
99,1,그레인프리랩,그레인프리랩 사료 05호,공용,24000,4830,302,1,5,0,1200,"개 전용 공용 사료. 전 체구, 전 연령 대상. 닭지방·오리고기·홍합추출물 배합. 일상 급여 목적.",1,1,2024-12-24 03:18:58,2026-04-07 23:03:49
100,1,와일드포,와일드포 사료 05호,습식,9400,450,72,1,5,12,1200,"개 전용 습식 사료. 전 체구, 성년기 대상. 계육분·닭지방·오리고기 배합. 피부 관리 목적.",1,1,2025-02-04 15:49:33,2026-07-18 12:29:05
101,1,와일드포,와일드포 사료 06호,건식,5900,820,342,2,2,0,1200,"개 전용 건식 사료. 소형 전용, 전 연령 대상. 닭고기·새우·밀 배합. 일상 급여 목적.",1,1,2024-07-05 06:59:06,2025-01-31 04:14:55
102,5,스노우독,스노우독 수제간식 02호,건식,24400,500,375,3,3,12,1200,"개 전용 건식 수제간식. 중형 전용, 성년기 대상. 양고기·글루코사민 배합. 관절/피부 관리 목적.",1,1,2026-04-23 03:45:36,2026-06-23 23:00:44
103,4,멍푸드,멍푸드 트릿 01호,동결건조,36900,290,400,1,2,0,1200,"개 전용 동결건조 트릿. 초소형~소형, 전 연령 대상. 연어 배합. 피부 관리 목적.",1,1,2025-09-27 19:27:18,2026-03-31 00:22:55
104,1,멍푸드,멍푸드 사료 04호,습식,21900,1930,104,1,5,0,12,"개 전용 습식 사료. 전 체구, 유아기 대상. 닭가슴살·난황분말·병아리콩 배합. 일상 급여 목적.",1,1,2025-04-24 01:31:51,2025-07-26 09:48:59
